Respondent ID,Respondent's gender,Respondent's age,Respondent's marital status,What province does the respondent live?,Name of city / town / growth point,Name of area/ suburb/village,Can you read and write?,What is your highest level of education?,Are you employed?,Mining,Retail,Civil service,Transport,Manufacturing,Tourism,NGOs,Local Government,Vending,Cross border trading,Tuck shop owner,Stationary shop owner,Flea market / bale shop,Canteen shop,Hair-dresser,Beads and ware making,Other (please specify),What best describes ﻿your accommodation agreement?,How can you describe your type of accommodation?,Which bracket can you place your monthly income given your earnings in the past 3 months?,"Have you ever been a part of a policy formulation process? (Eg. National budget consultative meeting, Parliamentary Portfolio Committee Public Outreach)",Budget approval,Discussions on performance of local authority,Discussions on performance of central government,Consultations on service delivery,COVID-19 national response,Consultations on the Transitional Stabilisation Program,Consultations on Vision 2030,Consultations on the National Development Strategy 1,Other (please specify),Do you think there is adequate scope / room for you to make an input towards public policy processes?,Budget approval,Consultations on improvement of service delivery,Discussions on performance of local authorities,Discussions on performance of central government,COVID-19 national response,Development of national processes,Other,Do you know about the National Development Strategy 1: 2021-2025 (NDS1)?,None of the above,Economic Growth and stability,"Transport, Infrastructure and Utilities",Governance,Moving the Economy up the Value Chain and Structural Transformation,Housing Delivery,Devolution,Health and Well-being,Human Capital Development,"Environmental Protection,Climate Resilience and Natural Resource Management",Food Security and Nutrition,Image Building and International Engagement and Re-engagement,Social Protection,Digital Economy,"Youth, Sport and Culture",All of the mentioned priority areas below,Other (please specify),Did you participate or make an input into the content of the NDS1?,Do you know about Vision 2030?,Governance Pillar,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,Infrastructural Development,Social Development,"Micro, Small and Medium Enterprises",Youth Development,Gender Equality and Women Empowerment,"Sport, Recreation, Arts and Culture",Did you participate or make an input into the content of Vision 2030?,Did you vote in the last general elections,Do you know your current Ward Councillor?,Clean water provision,Garbage disposal,Housing,Road network maintenance,Health care,Employment creation,Electricity,Education,Regular supply of clean water,Garbage disposal,Affordable Housing / Stands,Regular road network maintenance,Functioning and well equipped clinics,Jobs,Improved provision of Education,Vocational training opportunities,Street light  installation and maintenance,Sewer reticulation,Other (please specify),Incompetence by office holders,Corruption,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,Inadequate resources,Other (please specify),How would you rank overall local council performance since election so far?,Do you know your current Member of Parliament,Do you know your current Senator?,How would you rank overall Government performance since elections?,Provision / Creation of jobs - Rating,Stability of prices - Rating,Health care delivery - Rating,Education delivery - Rating,Nation building - Rating,Infrastructure development - Rating,Does government have adequate resources to implement or address these issues?,Limited financial resources,Corruption,Sanctions,Lack of political will,Incompetence,Ineffective leadership,Lack of integrity,External political pressures,Other (please specify),Stabilising prices,Fixing cash shortages,Creating employment,Dealing with corruption,Improved infrastructure,Re-engagement with the international community,Working together with other political parties,Resuscitating industry,Improved health service delivery,Improved education provision,Ensuring food security,Affordable housing and stands,Improved local government service provision,Other (please specify),Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,Many of us have our own homes,We are food secure (3 meals a day),Corrupt elements are put in prison,Industries are open and exporting,Our schools are working,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",Political parties are not insulting each other but are working together.,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,Other (please specify),Are there any other issues you feel should be addressed?
13104959142,Female,36 - 45,Married,Matabeleland South,Collen Bawn growth point,Collen bawn section2,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$101-$200,Yes,Budget approval,Discussions on performance of local authority,,,,,Consultations on Vision 2030,,,Yes,Budget approval,Consultations on improvement of service delivery,,,,Development of national processes,,Yes,,,"Transport, Infrastructure and Utilities",,,,Devolution,,Human Capital Development,,,,,,,,,No,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Decreased (bad),Remained the same (fair),Moderately improved (good),Non-existent (very bad),Moderately improved (good),Improved a lot (excellent),,,Affordable Housing / Stands,Regular road network maintenance,,,,Vocational training opportunities,,,,,,Meddling by central government,,,,,Low,Yes,Yes,Low,Low,Low,Medium,Medium,Low,Low,Yes,,Corruption,,Lack of political will,Incompetence,,,,,Stabilising prices,,,,,Re-engagement with the international community,,Resuscitating industry,,,,,,,Many of us in well paying jobs (family / friends),,,,,Industries are open and exporting,,,Political parties are not insulting each other but are working together.,,,N/A
13104949186,Female,26 - 35,Never Married,Matabeleland South,Collen Bawn growth point,Collen bawn section2,Yes,Secondary school,Yes,,Retail,,,,,,,,,,,,,,,,Rental,Cottage,US$201-$500,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,,,"Micro, Small and Medium Enterprises",,Gender Equality and Women Empowerment,,No,Yes,Yes,Remained the same (fair),Remained the same (fair),Decreased (bad),Decreased (bad),Moderately improved (good),Decreased (bad),Moderately improved (good),Improved a lot (excellent),Regular supply of clean water,,,,,,,Vocational training opportunities,Street light  installation and maintenance,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Medium,Low,Medium,High,High,Low,Low,Yes,,Corruption,,Lack of political will,,Ineffective leadership,,,,Stabilising prices,,,,,Re-engagement with the international community,,Resuscitating industry,,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,N/A
13104940655,Female,26 - 35,Never Married,Matabeleland South,Collen Bawn growth point,Collen bawn section1,Yes,Tertiary education,Yes,Mining,,,,,,,,,,,,,,,,,Company owned,Cottage,US$201-$500,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Moderately improved (good),Remained the same (fair),Decreased (bad),Remained the same (fair),Moderately improved (good),Moderately improved (good),Decreased (bad),Moderately improved (good),,Garbage disposal,Affordable Housing / Stands,,,,,,Street light  installation and maintenance,,,,,Meddling by central government,Lack of appropriate oversight by Councillors,,Inadequate resources,,Low,Yes,Yes,Low,Low,Low,High,High,Low,Low,No,Limited financial resources,Corruption,,,,Ineffective leadership,,,,Stabilising prices,,,,,Re-engagement with the international community,,Resuscitating industry,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,,,,,NA
13104930672,Male,26 - 35,Married,Matabeleland South,Collen Bawn growth point,Collen bawn section1,Yes,Tertiary education,Yes,Mining,,,,,,,,,,,,,,,,,Company owned,Room(s) in a house,US$201-$500,Yes,,,,,,,,,Youth development and paticipating in parliamentary discssion,Yes,,Consultations on improvement of service delivery,,,,,Other,No,,,,,,,,,,,,,,,,,,,Yes,,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,,,Youth Development,,,No,Yes,Yes,Remained the same (fair),Remained the same (fair),Non-existent (very bad),Decreased (bad),Moderately improved (good),Remained the same (fair),Moderately improved (good),Improved a lot (excellent),Regular supply of clean water,,,Regular road network maintenance,,,,,,Sewer reticulation,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Medium,Low,Low,Medium,High,Low,Low,Yes,,Corruption,,,,Ineffective leadership,Lack of integrity,,,Stabilising prices,,,Dealing with corruption,,,,Resuscitating industry,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,N/A
13104908702,Female,36 - 45,Married,Matabeleland South,West Nicholson growth point,CSC Surbub,Yes,Primary school,Yes,,Retail,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$51-$100,Yes,,,,,COVID-19 national response,Consultations on the Transitional Stabilisation Program,,,,Yes,,,,,COVID-19 national response,Development of national processes,,Yes,,,"Transport, Infrastructure and Utilities",,Moving the Economy up the Value Chain and Structural Transformation,,,,,,,,,Digital Economy,,,,No,Yes,,Macro-Economic Stability and Financial Re-engagement,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Remained the same (fair),Decreased (bad),Decreased (bad),Remained the same (fair),Moderately improved (good),Non-existent (very bad),Remained the same (fair),Moderately improved (good),Regular supply of clean water,,,Regular road network maintenance,,,,,Street light  installation and maintenance,,,,Corruption,Meddling by central government,,,Inadequate resources,,Medium,Yes,Yes,Low,Low,Low,Medium,High,Low,Low,No,Limited financial resources,Corruption,,,Incompetence,,,,,Stabilising prices,,,Dealing with corruption,,Re-engagement with the international community,,,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,Empowering women and youth
13104900320,Female,36 - 45,Separated,Matabeleland South,West Nicholson growth point,CSC Surbub,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$51-$100,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Moderately improved (good),Non-existent (very bad),Remained the same (fair),Moderately improved (good),Regular supply of clean water,,,Regular road network maintenance,,,,,Street light  installation and maintenance,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Low,Low,Low,Medium,High,Low,Low,No,Limited financial resources,Corruption,,,Incompetence,,,,,Stabilising prices,,Creating employment,Dealing with corruption,,,,,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,"Streetlight installation, road networking and mantainance, "
13104889459,Female,26 - 35,Never Married,Matabeleland South,West Nicholson growth point,CSC Surbub,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Own- Mortgage,Flat,US$201-$500,No,,,,,,,,,,Yes,,,,,COVID-19 national response,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",Youth Development,,,No,Yes,Yes,Remained the same (fair),Non-existent (very bad),Decreased (bad),Remained the same (fair),Moderately improved (good),Non-existent (very bad),Remained the same (fair),Improved a lot (excellent),Regular supply of clean water,Garbage disposal,Affordable Housing / Stands,,,,,,,,,Incompetence by office holders,,,Lack of appropriate oversight by Councillors,,Inadequate resources,,Medium,Yes,Yes,Low,Low,Low,Medium,High,Low,Low,Yes,,Corruption,,,,Ineffective leadership,Lack of integrity,,,,,,Dealing with corruption,,Re-engagement with the international community,,Resuscitating industry,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,Resuscitating CSC Industry
13104874203,Male,36 - 45,Married,Matabeleland South,Beitbridge town,Medium tship,Yes,Tertiary education,Yes,,,,,,,,Local Government,,,,,,,,,,Living with family or friends,Full house,US$101-$200,Yes,Budget approval,Discussions on performance of local authority,,Consultations on service delivery,,,,,,Yes,Budget approval,Consultations on improvement of service delivery,Discussions on performance of local authorities,,,,,Yes,,Economic Growth and stability,"Transport, Infrastructure and Utilities",,,,,,,,,Image Building and International Engagement and Re-engagement,,,,,,Yes,Yes,Governance Pillar,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,Yes,Yes,Yes,Moderately improved (good),Moderately improved (good),Remained the same (fair),Remained the same (fair),Improved a lot (excellent),Improved a lot (excellent),Moderately improved (good),Improved a lot (excellent),Regular supply of clean water,,Affordable Housing / Stands,,,Jobs,,,,,,,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Medium,Low,Low,Medium,High,Medium,Medium,Yes,,Corruption,,Lack of political will,,Ineffective leadership,,,,Stabilising prices,,,Dealing with corruption,,Re-engagement with the international community,,,,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,Devolution
13104863670,Male,36 - 45,Married,Matabeleland South,Beitbridge town,Railways township,Yes,Secondary school,No,,,,,,,,,,,,,,,,,,Own- Mortgage,Full house,US$101-$200,No,,,,,,,,,,Yes,,,,,,,Other,Yes,,Economic Growth and stability,"Transport, Infrastructure and Utilities",,Moving the Economy up the Value Chain and Structural Transformation,,,,,,,,,,,,,No,No,,,,,,,,,,,Yes,Yes,Moderately improved (good),Remained the same (fair),Remained the same (fair),Remained the same (fair),Improved a lot (excellent),Decreased (bad),Remained the same (fair),Moderately improved (good),Regular supply of clean water,,,Regular road network maintenance,,,,,Street light  installation and maintenance,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Medium,Yes,Yes,Low,Low,Medium,High,High,Low,Medium,Yes,,Corruption,Sanctions,,Incompetence,,,,,Stabilising prices,,Creating employment,,,Re-engagement with the international community,,,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,Building of industriess
13104850664,Male,36 - 45,Married,Matabeleland South,Felabusi town,Peak Mine,Yes,Secondary school,Yes,Mining,,,,,,,,,,,,,,,,,Rental,Room(s) in a house,US$201-$500,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,Yes,Yes,Remained the same (fair),Remained the same (fair),Decreased (bad),Non-existent (very bad),Remained the same (fair),Non-existent (very bad),Remained the same (fair),Improved a lot (excellent),Regular supply of clean water,,,Regular road network maintenance,,,,,,Sewer reticulation,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Low,Low,Low,High,Medium,Low,Low,Yes,,Corruption,,,Incompetence,,Lack of integrity,,,Stabilising prices,,Creating employment,,,,,Resuscitating industry,,,,,,,Many of us in well paying jobs (family / friends),Stable and affordable prices of goods,,,,Industries are open and exporting,,,,,,M/A
13104839754,Male,36 - 45,Married,Matabeleland South,Felabusi town,Peak Mine,Yes,Secondary school,Yes,Mining,,,,,,,,,,,,,,,,,Company owned,Cottage,US$201-$500,Yes,,,,Consultations on service delivery,COVID-19 national response,,,,,Yes,,Consultations on improvement of service delivery,,,COVID-19 national response,,,No,,,,,,,,,,,,,,,,,,,Yes,Governance Pillar,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,,No,Yes,Yes,Moderately improved (good),Remained the same (fair),Remained the same (fair),Decreased (bad),Improved a lot (excellent),Decreased (bad),Decreased (bad),Moderately improved (good),Regular supply of clean water,Garbage disposal,,Regular road network maintenance,,,,,,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Low,Low,Low,High,High,Low,Low,Yes,,Corruption,,Lack of political will,,Ineffective leadership,,,,,,,Dealing with corruption,,Re-engagement with the international community,,Resuscitating industry,,,,,,,Many of us in well paying jobs (family / friends),,,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,Infrastructure building
13104828676,Female,26 - 35,Married,Matabeleland South,Felabusi town ,Garikai ,Yes,Secondary school,Yes,,Retail,,,,,,,,,,,,,,,,Living with family or friends,Room(s) in a house,US$101-$200,No,,,,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,Governance Pillar,Macro-Economic Stability and Financial Re-engagement,Inclusive Growth,,,,,,,Yes,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),Moderately improved (good),Decreased (bad),Remained the same (fair),Moderately improved (good),Regular supply of clean water,,,Regular road network maintenance,,,,,,Sewer reticulation,,,,Meddling by central government,Lack of appropriate oversight by Councillors,Lack of appropriate oversight by residents,,,Low,Yes,Yes,Low,Low,Low,Medium,Medium,Low,Low,Yes,,Corruption,,,Incompetence,Ineffective leadership,,,,,,,Dealing with corruption,,Re-engagement with the international community,,Resuscitating industry,,,,,,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,N/A
13104815799,Female,46 - 55,Separated,Matabeleland South,Felabusi town,Garikai ,Yes,Secondary school,Yes,,,,Transport,,,,,,,,,,,,,,Rental,Room(s) in a house,US$101-$200,Yes,,,,Consultations on service delivery,,,,,,Yes,,Consultations on improvement of service delivery,,,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",,,"Sport, Recreation, Arts and Culture",No,Yes,Yes,Remained the same (fair),Moderately improved (good),Remained the same (fair),Decreased (bad),Moderately improved (good),Decreased (bad),Remained the same (fair),Improved a lot (excellent),Regular supply of clean water,,Affordable Housing / Stands,Regular road network maintenance,,,,,,,,,Corruption,Meddling by central government,,,,,Medium,Yes,Yes,Medium,Low,Low,High,High,Low,Medium,Yes,,Corruption,,,Incompetence,,Lack of integrity,,,,,,Dealing with corruption,,,,Resuscitating industry,,,Ensuring food security,,,,,,,We are food secure (3 meals a day),Corrupt elements are put in prison,Industries are open and exporting,,,,,,Roads needs attention they are now poor
13104796047,Female,36 - 45,Married,Matabeleland South,Gwanda town,Geniva township,Yes,Tertiary education,Yes,,,,,,,NGOs,,,,,,,,,,,Own- Fully paid for,Full house,US$201-$500,Yes,Budget approval,Discussions on performance of local authority,,,,Consultations on the Transitional Stabilisation Program,,,,Yes,Budget approval,Consultations on improvement of service delivery,Discussions on performance of local authorities,,,,,Yes,,Economic Growth and stability,,Governance,,,,,Human Capital Development,,,,,,,,,Yes,Yes,,,,Infrastructural Development,,"Micro, Small and Medium Enterprises",Youth Development,,,Yes,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Decreased (bad),Moderately improved (good),Non-existent (very bad),Remained the same (fair),Moderately improved (good),Regular supply of clean water,,,,,,,,Street light  installation and maintenance,Sewer reticulation,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Low,Yes,Yes,Low,Low,Low,Medium,Low,Medium,Low,Yes,,Corruption,,Lack of political will,Incompetence,,,,,Stabilising prices,,Creating employment,,,,,Resuscitating industry,,,,,,,,Stable and affordable prices of goods,,,Corrupt elements are put in prison,Industries are open and exporting,,,,,,They do street light installation 
13104201113,Female,26 - 35,Married,Harare,Mutare,Chikanga,Yes,Secondary school,Yes,,,,,Manufacturing,,,,,,,,,,,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,Yes,,,Discussions on performance of local authorities,Discussions on performance of central government,,,,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,"Micro, Small and Medium Enterprises",,,,Yes,Yes,Yes,Decreased (bad),Decreased (bad),Remained the same (fair),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Decreased (bad),Regular supply of clean water,Garbage disposal,,,,,Improved provision of Education,,,,,,Corruption,Meddling by central government,,Lack of appropriate oversight by residents,,,Low,Yes,Yes,Low,Low,Low,Low,Low,Low,Low,Yes,Limited financial resources,Corruption,,,Incompetence,,,,,,Fixing cash shortages,,,,,,,,,Ensuring food security,Affordable housing and stands,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,"Our clinics and hospitals are able to save lives, they have drugs and all the necessary equipment.",,,,The unity of purpose within the political dimensions
13103699654,Female,36 - 45,Married,Mashonaland Central,Bindura ,Mupandenyama ,Yes,Secondary school,Yes,,,,,,,,,Vending,,,,,,,,,Rental,Room(s) in a house,US$101-$200,No,,,,,,,,,,Yes,,,,,,Development of national processes,,No,,,,,,,,,,,,,,,,,,,Yes,,,Inclusive Growth,,,"Micro, Small and Medium Enterprises",,Gender Equality and Women Empowerment,,No,Yes,Yes,Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Remained the same (fair),Regular supply of clean water,,,Regular road network maintenance,Functioning and well equipped clinics,,,,,,,Incompetence by office holders,Corruption,Meddling by central government,,,,,Medium,Yes,Yes,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Yes,,Corruption,,,Incompetence,Ineffective leadership,,,,,,,,,Re-engagement with the international community,,Resuscitating industry,,,,,Improved local government service provision,,,,,,Corrupt elements are put in prison,Industries are open and exporting,,,,We are a part of the international community (tourists/investors are coming) and we are hosting important international meetings,,No
13103339951,Female,18 - 25,Never Married,Masvingo,Nyika ,Duma,Yes,Tertiary education,No,,,,,,,,,,,,,,,,,,Living with family or friends,Full house,US$0-$50,No,,,,,,,,,,No,,,,,,,,Yes,,Economic Growth and stability,,,,,,,,,,,,,,,,No,Yes,,,,Infrastructural Development,,,,,,No,Yes,Yes,Non-existent (very bad),Non-existent (very bad),Decreased (bad),Decreased (bad),Decreased (bad),Non-existent (very bad),Remained the same (fair),Decreased (bad),Regular supply of clean water,Garbage disposal,,,,,,,,,,,Corruption,,,,,,Low,Yes,No,Low,Low,Low,Low,Low,Low,Low,Yes,,Corruption,,,Incompetence,,,,,,Fixing cash shortages,Creating employment,Dealing with corruption,,,,,,,,,,,,Stable and affordable prices of goods,,,,Industries are open and exporting,,,,,,No 
